name,Economic Activity,Emission value,total_emission_mt,categories,confidence,num_categories
Citrus Aurantium Dulcis Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Citrus Aurantium Dulcis Peel Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Citrus Limon Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Cladosiphon Okamuranus Extract,marine algae,0.009186213,0.055117278,"Carbide Production, Manure Management, Rainfed Drought Prone, Rainfed Flood Prone , Maize, Machinery",medium,6
Climbazole,synthetic antifungal,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Clitoria Ternatea Flower Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Cocamide Methyl Mea,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Cocamidopropyl Betaine,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Coccinia Indica Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Coco-Caprylate/Caprate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Copper Palmitoyl Heptapeptide-14,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Copper Tripeptide-1,synthetic peptide,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Corallina Officinalis Extract,marine algae,0.009186213,0.055117278,"Carbide Production, Manure Management, Rainfed Drought Prone, Rainfed Flood Prone , Maize, Machinery",medium,6
Corn Gluten Amino Acids,plant protein derivative,0.059196624,2.4270615957990365,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Fish processing, Rainfed Drought Prone, Rainfed Flood Prone , Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Food Processing, Beverages and Tobacco, Pulp, Paper and Print, Natural Gas and its derivatives",medium,41
Coumarin,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Creatine,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Cucumis Sativus Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Curcuma Longa Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Cyclopentasiloxane,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Daucus Carota Sativa Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Daucus Carota Sativa Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Decyl Glucoside,plant sugar derivative,-0.150332626,-3.307317769,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,22
Dehydroacetic Acid,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Dextran,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Dextrin,plant starch derivative,-0.157539867,-3.308337213,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Rapeseed and Mustard, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,21
Dibutyl Ethylhexanoyl Glutamide,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Dibutyl Lauroyl Glutamide,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Dicaprylyl Carbonate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dicetyl Phosphate,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Dihydroxyacetone,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Diisostearyl Malate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dilinoleic Acid/Propanediol Copolymer,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Dimethicone,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dimethicone Crosspolymer,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dimethicone Crosspolymer-3,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dimethicone/Vinyl Dimethicone Crosspolymer,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dimethiconol,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dimethyl Isosorbide,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Dimethylmethoxy Chromanyl Palmitate,synthetic antioxidant,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Dipotassium Glycyrrhizate,plant extract derivative,-0.165416861,-3.308337213,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,20
Dipropylene Glycol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Disodium Cocoamphodiacetate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Disodium EDTA,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Disodium Laureth Sulfosuccinate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Disodium Nadh,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Disodium Stearoyl Glutamate,synthetic surfactant,0.10802370370370369,0.3240711111111111,"Lubricant Use, Enteric Fermentation, Sugarcane",medium,3
Disteardimonium Hectorite,mineral clay derivative,0.035334467402921274,0.070668935,"Machinery, Natural Gas and its derivatives",medium,2
Divinyldimethicone/Dimethicone Copolymer,synthetic silicone,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
DMDM Hydantoin,synthetic preservative,0.052028068,0.10405613613704343,"Chemicals & fertilisers, Industries",high,2
Echinacea Pallida Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Ectoin,bacterial fermentation,0.3469173630334454,3.1222562673010086,"Commercial, Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Natural gas, Natural Gas and its derivatives",medium,9
Emu Oil,animal fat,1.4120163265306123,2.8240326530612245,"Ammonia Production, ATF ",medium,2
Ergothioneine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Erythritol,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Erythrulose,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Ethoxydiglycol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Ethyl Olivate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Ethylbisiminomethylguaiacol Manganese Chloride,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Ethylhexyl Methoxycinnamate,synthetic UV filter,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Ethylhexyl Olivate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Ethylhexyl Salicylate,synthetic UV filter,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Ethylhexylglycerin,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Ferulic Acid,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Fomes Officinalis Extract,fungal extract,0.010250285714285715,0.010250285714285715,Furnace Oil,medium,1
Fragaria Vesca Fruit Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Fructose,plant sugar,-0.16085651,-3.377986704,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land",medium,21
Geraniol,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Geranium Maculatum Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Ginkgo Biloba Leaf Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Gluconolactone,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Glucose,plant sugar,-0.16085651,-3.377986704,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Sugar, Upland, Sugarcane, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land",medium,21
Glycerin,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Glyceryl Caprylate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Glyceryl Stearate,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Glyceryl Stearate SE,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Glycine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Glycol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Glycol Distearate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Glycol Stearate,synthetic ester,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Glycolic Acid,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Glycyrrhiza Glabra Rhizome/Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Glycyrrhiza Glabra Root Extract,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Guaiazulene,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Hectorite,mineral clay,0,0,Machinery,medium,1
Helianthus Annuus Seed Oil,plant oil,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Hesperidin,plant extract,0.079509909,0.23852972845267367,"Agriculture, Food Processing, Beverages and Tobacco, Transport",high,3
Hexyl Cinnamal,synthetic fragrance compound,0.034685379,0.10405613613704343,"Chemicals & fertilisers, Petroleum, Industries",high,3
Hexylene Glycol,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Histidine,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Homosalate,synthetic UV filter,0.24824444444444446,0.24824444444444446,Enteric Fermentation,medium,1
Honey,animal product,0.337376401,5.735398809099062,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Wood and wood products",medium,17
Honey Extract,animal product,0.337376401,5.735398809099062,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Wood and wood products",medium,17
Hyaluronic Acid,microbial fermentation,1.1513878122192027,10.362490309972825,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite",medium,9
Hydrogenated Polyisobutene,petroleum derivative,0.074078513,0.22223553774809063,"Petroleum, Fuel Production, Industries",high,3
Hydrogenated Vegetable Glycerides,plant oil derivative,-0.128626888,-2.958418424,"Biomass Burning in Cropland, Agriculture Soils, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Furnace Oil, Oil, Natural Gas and its derivatives",medium,23
Hydrolyzed Algin,marine algae derivative,0.017969459005547358,0.1257862130388315,"Carbide Production, Manure Management, Rainfed Drought Prone, Rainfed Flood Prone , Maize, Machinery, Natural Gas and its derivatives",medium,7
Hydrolyzed Caesalpinia Spinosa Gum,plant gum derivative,-0.165416861,-3.308337213,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,20
Hydrolyzed Collagen,animal protein derivative,0.2639121701774957,5.806067743904905,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Fish processing, Rainfed Drought Prone, Rainfed Flood Prone , Food Processing, Beverages and Tobacco, Pulp, Paper and Print, Natural Gas and its derivatives",medium,22
Hydrolyzed Hyaluronic Acid,microbial fermentation derivative,1.043315924477867,10.433159244778668,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite, Natural Gas and its derivatives",medium,10
Hydrolyzed Keratin,animal protein derivative,0.2639121701774957,5.806067743904905,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Fish processing, Rainfed Drought Prone, Rainfed Flood Prone , Food Processing, Beverages and Tobacco, Pulp, Paper and Print, Natural Gas and its derivatives",medium,22
Hydrolyzed Silk Protein,animal protein derivative,0.2639121701774957,5.806067743904905,"Fuel Production, Ammonia Production, Caprolactam, Glyoxal and Glyoxylic Acid Production, Carbide Production, Nitric Acid Production, Soda Ash Production, Titanium Dioxide Production, Aluminium Production, Ferroalloys Production, Iron and Steel Production, Lead Production, Zinc Production, Cement Production, Glass Production, Lime Production, Non Metallurgical Magnesia Production, Fish processing, Rainfed Drought Prone, Rainfed Flood Prone , Food Processing, Beverages and Tobacco, Pulp, Paper and Print, Natural Gas and its derivatives",medium,22
Hydrolyzed Sodium Hyaluronate,microbial fermentation derivative,1.043315924477867,10.433159244778668,"Public Electricity Generation, Enteric Fermentation, Intermittent Multiple Aeration, Intermittent Single Aeration, Cropland Plantations Remaining Cropland Plantations, Other Land Converted to Cropland Plantations, Coal -OC, Coal, Coal and Lignite, Natural Gas and its derivatives",medium,10
Hydroquinone,synthetic chemical,0.06526233,0.261049321,"Ceramics, Enteric Fermentation, Chemicals & fertilisers, Charcoal",medium,4
Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,synthetic polymer,0.354514694,1.0635440816326531,"Chemicals & fertilisers, Ethylene, Carbon Black",high,3
Hydroxyethylcellulose,plant cellulose derivative,-0.165416861,-3.308337213,"Biomass Burning in Cropland, Forest Land, Biomass Burning in Forest Land, Cropland, Other Land, Upland, Forest Land Remaining Forest Land and Land Converted to Forest Land, Cropland Remaining Cropland, Cropland Plantations Remaining Cropland Plantations, Forest Land Converted to Cropland, Other Land Converted to Cropland, Other Land Converted to Cropland Plantations, Other Land Converted to Grassland, Cropland Converted to Settlements, Other Land Converted to Settlements, Other Land Remaining Other Land, Cropland Converted to Other Land, Grassland Converted to Other Land, Settlement Converted to Other Land, Natural Gas and its derivatives",medium,20
Hydroxypinacolone Retinoate,synthetic vitamin derivative,0.12239017403580994,0.36717052210742984,"Enteric Fermentation, Aviation , Natural Gas and its derivatives",medium,3
